,Unnamed: 0,username,video_title,publish_time,view_count,comment_count,like_count,dislike count,api_call_time
2318,42,The Verge,Apple WWDC 2021 keynote in 23 minutes,2021-06-07T19:40:22Z,516223,1493,12362,336,2021-06-08T14:37:07.940187
2319,43,MrBeast Gaming,I Gave Away My Credit Card!,2021-06-04T18:10:09Z,9972555,28032,516720,6249,2021-06-08T14:37:07.940187
2320,44,SosoManessVEVO,Soso Maness - Petrouchka (Clip officiel) ft. PLK,2021-06-04T10:00:21Z,5010599,4833,172437,3586,2021-06-08T14:37:07.940187
2321,45,Magnus The Therapy Dog,Does your dog make this sound?,2021-05-21T17:33:31Z,20730429,1493,386444,54091,2021-06-08T14:37:07.940187
2322,46,boburnham,Welcome to the Internet - Bo Burnham (from &quot;INSIDE&quot;),2021-06-04T15:00:32Z,4126749,20944,337402,1407,2021-06-08T14:37:07.940187
2323,47,UFC - Ultimate Fighting Championship,Israel Adesanya and Marvin Vettori Get Heated | Full Interview | UFC 263,2021-06-06T01:05:06Z,1447283,12091,35668,723,2021-06-08T14:37:07.940187
2324,48,Tea Tairovic,TEA TAIROVIC -  HAJDE (OFFICIAL VIDE0 2021),2021-05-21T14:00:03Z,8503783,3829,81749,3857,2021-06-08T14:37:07.940187
2325,49,Mr DegrEE,Rich Jail vs Broke Jail! Funny Situations &amp; DIY Ideas by Mr Degree,2021-05-30T09:37:26Z,9698773,1555,75496,12442,2021-06-08T14:37:07.940187
2326,0,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,2021-06-07T14:59:58Z,5483328,54461,539941,6489,2021-06-08T20:37:07.442358
2327,1,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,6554085,58891,568620,6374,2021-06-08T20:37:07.442358
2328,2,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,12915873,23344,123467,17508,2021-06-08T20:37:07.442358
2329,3,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,7514411,13714,180941,2222,2021-06-08T20:37:07.442358
2330,4,Bad Bunny,Bad Bunny - Yonaguni (Video Oficial),2021-06-04T04:00:11Z,40405923,124378,2451306,54801,2021-06-08T20:37:07.442358
2331,5,Justin Bieber,"Justin Bieber - Peaches (Remix) ft. Ludacris, Usher &amp; Snoop Dogg",2021-06-07T04:00:05Z,1822449,15554,201985,2774,2021-06-08T20:37:07.442358
2332,6,TheGrefg,MI NUEVO PC - TheGrefg,2021-06-06T19:34:53Z,2968765,16764,338449,4255,2021-06-08T20:37:07.442358
2333,7,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,34151387,147919,2367357,74950,2021-06-08T20:37:07.442358
2334,8,dednahype,Dad and Son.Real friendship?.Dednahype show #shorts,2021-06-06T23:44:27Z,11586416,4565,670986,21097,2021-06-08T20:37:07.442358
2335,9,Urban Roosters,MKS vs ZAINA | #FMSARGENTINA - Play Off | Urban Roosters,2021-06-05T20:00:13Z,657098,4141,40863,1259,2021-06-08T20:37:07.442358
2336,10,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,2021-06-08T06:22:07Z,1408864,4132,64726,1483,2021-06-08T20:37:07.442358
2337,11,Fight Hub TV,FLOYD MAYWEATHER VS LOGAN PAUL - FULL WEIGH IN AND FACE OFF VIDEO,2021-06-05T22:11:55Z,2794383,10166,33143,2382,2021-06-08T20:37:07.442358
2338,12,Fortnite Fun TV,Turn into egg - Tutorial #Shorts,2021-05-23T19:29:35Z,61750276,1387,2181747,61860,2021-06-08T20:37:07.442358
2339,13,SecondsOut,Floyd Mayweather&#39;s IMMEDIATE REACTION after exhibition fight vs Logan Paul | Showtime Boxing,2021-06-07T04:17:19Z,1997029,5660,20747,1592,2021-06-08T20:37:07.442358
2340,14,ItsTrulyMystic,Waking Up On Season 7 Be Like,2021-06-08T13:06:05Z,988148,3768,52840,801,2021-06-08T20:37:07.442358
2341,15,Johnny Boy,Logan Paul Vs Mayweather,2021-06-08T19:21:25Z,2051146,3337,21222,5044,2021-06-08T20:37:07.442358
2342,16,Logan Paul,My Last Words To Floyd Mayweather...,2021-06-06T04:19:19Z,5630545,28526,346700,12710,2021-06-08T20:37:07.442358
2343,17,zoom,BTS ft. Sakshma Srivastav | Indian Interview | E NOW | Exclusive,2021-06-05T09:00:13Z,6799989,91313,786362,13827,2021-06-08T20:37:07.442358
2344,18,J053F,Todo sobre Tricky The Clown(Vs Clown) - Friday Night Funkin (FNF) PARTE 2,2021-06-06T00:49:40Z,522046,2964,20036,288,2021-06-08T20:37:07.442358
2345,19,Technoblade,Visiting Dream [Dream SMP],2021-06-06T20:05:28Z,4690107,20774,366017,2268,2021-06-08T20:37:07.442358
2346,20,FiLLo9Ϟ,تحليل التلميحة الاخيره(جبن يعطيك هيل😮),2021-06-07T17:57:27Z,3651214,21617,193679,4305,2021-06-08T20:37:07.442358
2347,21,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),2021-06-08T06:50:00Z,581093,2143,26894,441,2021-06-08T20:37:07.442358
2348,22,WadZee,I Built a DRAGON in Minecraft Hardcore (#44),2021-06-07T20:10:02Z,1119055,15375,123952,662,2021-06-08T20:37:07.442358
2349,23,Mina Moon,1 minute of Faze Jarvis Training | YouTube VS TikTok,2021-06-08T15:00:01Z,612055,3341,51089,410,2021-06-08T20:37:07.442358
2350,24,Rachit Rojha,LOCKDOWN WITH COUSIN ( Episode -2 ) || Rachit Rojha,2021-06-06T04:07:00Z,5171039,16821,192115,13750,2021-06-08T20:37:07.442358
2351,25,tomiii 11,Unboxing Copihue ORO 2021,2021-06-06T14:02:04Z,351287,13340,80510,1181,2021-06-08T20:37:07.442358
2352,26,Lachlan,*NEW* SEASON 7 Rick &amp; Morty BATTLEPASS In Fortnite! (Superman + More),2021-06-08T09:03:59Z,906296,1822,38714,851,2021-06-08T20:37:07.442358
2353,27,Triggered Insaan,Great Khali&#39;s Instagram is The Funniest - Try Not To Laugh Challenge vs My Sister,2021-06-05T07:00:02Z,8776582,58379,957238,25258,2021-06-08T20:37:07.442358
2354,28,Power 106 Los Angeles,Polo G Freestyles Over DMX&#39;s &quot;Ruff Ryders&#39; Anthem&quot; - L.A. Leakers Freestyle #109,2021-06-07T17:59:57Z,305495,1870,25252,164,2021-06-08T20:37:07.442358
2355,29,BANGTANTV,RM - Bicycle #2021BTSFESTA,2021-06-06T15:00:12Z,7882066,243974,2347952,3158,2021-06-08T20:37:07.442358
2356,30,MeatCanyon,My First Slumber Party - Storytime,2021-06-06T17:00:02Z,2252659,15945,242723,1964,2021-06-08T20:37:07.442358
2357,31,Clash Royale,Clash Royale: The Summer Update Is Here!,2021-06-07T10:33:45Z,3779067,5715,46462,968,2021-06-08T20:37:07.442358
2358,32,Iliass TiiwTiiw,TiiwTiiw ft MORAD - FRONTERA NADA  ( CLIP OFFICIEL KHOSE ),2021-06-06T12:00:11Z,1438657,5388,105812,2693,2021-06-08T20:37:07.442358
2359,33,Luke TheNotable,100 Days - [Minecraft Nether],2021-06-05T18:00:12Z,5105162,21591,296698,4024,2021-06-08T20:37:07.442358
2360,34,SHOWTIME Sports,Mayweather vs. Paul: Post-Fight Press Conference | SHOWTIME PPV,2021-06-07T04:57:50Z,2583751,3592,38914,1806,2021-06-08T20:37:07.442358
2361,35,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,26948563,6954,360642,44041,2021-06-08T20:37:07.442358
2362,36,Little Big,LITTLE BIG - EVERYBODY (Little Big Are Back) (Official Music Video),2021-06-04T10:00:11Z,4158012,16804,274410,25747,2021-06-08T20:37:07.442358
2363,37,Yes Theory,50 Hours Inside the Most Radioactive Place On Earth (Exclusion Zone of Chernobyl),2021-06-06T17:00:14Z,1229080,5114,72872,525,2021-06-08T20:37:07.442358
2364,38,1Rod1ReelFishing,FISH LOVE THIS SECRET BAIT!!! #shorts,2021-05-25T23:32:08Z,7865715,5041,248549,10956,2021-06-08T20:37:07.442358
2365,39,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,4034979,7069,90566,1283,2021-06-08T20:37:07.442358
2366,40,SSundee,OFFICIAL TIKTOK Mod in Among Us,2021-06-06T11:00:03Z,5441514,12486,415200,6010,2021-06-08T20:37:07.442358
2367,41,Soolking Officiel,Soolking - Fada [Clip Officiel] Prod. By Zak Cosmos,2021-06-05T17:00:10Z,2493161,13003,162278,4479,2021-06-08T20:37:07.442358
2368,0,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,2021-06-07T14:59:58Z,5763116,55355,549776,6907,2021-06-09T02:37:06.916627
2369,1,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,13399166,24067,126034,18297,2021-06-09T02:37:06.916627
2370,2,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,6940278,59313,573168,6561,2021-06-09T02:37:06.916627
2371,3,Coldplay,Coldplay - Higher Power (Official Video),2021-06-08T16:00:12Z,647903,9085,99145,910,2021-06-09T02:37:06.916627
2372,4,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,7695210,13774,182166,2257,2021-06-09T02:37:06.916627
2373,5,J Balvin,"OTRO FILI - J BALVIN, JAY WHEELER (OFFICIAL TRAILER)",2021-06-08T15:00:24Z,315774,1586,30337,433,2021-06-09T02:37:06.916627
2374,6,TheGrefg,MI NUEVO PC - TheGrefg,2021-06-06T19:34:53Z,3075889,16995,346023,4461,2021-06-09T02:37:06.916627
2375,7,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,34791984,148780,2379942,76050,2021-06-09T02:37:06.916627
2376,8,OhhMyJustinn,"Justin Bieber - PEACHES ft. Usher, Daniel Caesar, Ludacris, Snoop Dogg, Giveon",2021-06-08T06:56:48Z,1953453,15735,208159,2913,2021-06-09T02:37:06.916627
2377,9,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,2021-06-08T06:22:07Z,1507542,4224,65790,1637,2021-06-09T02:37:06.916627
2378,10,doominator gaming,FORTNITE SEASON 7! EVERYTHING YOU DID NOT KNOW,2021-06-08T12:00:10Z,1228602,4080,57705,978,2021-06-09T02:37:06.916627
2379,11,Entertainment Tonight,Logan Paul and Floyd Mayweather Fight HIGHLIGHTS,2021-06-07T17:21:55Z,2331840,3680,23380,5586,2021-06-09T02:37:06.916627
2380,12,Fortnite Fun TV,Turn into egg - Tutorial #Shorts,2021-05-23T19:29:35Z,64185899,1435,2257363,65144,2021-06-09T02:37:06.916627
2381,13,SecondsOut,Floyd Mayweather&#39;s IMMEDIATE REACTION after exhibition fight vs Logan Paul | Showtime Boxing,2021-06-07T04:17:19Z,2061309,5765,21044,1661,2021-06-09T02:37:06.916627
2382,14,dednahype,Dad and Son.Real friendship?.Dednahype show #shorts,2021-06-06T23:44:27Z,11991396,4653,670386,21286,2021-06-09T02:37:06.916627
2383,15,zoom,BTS ft. Sakshma Srivastav | Indian Interview | E NOW | Exclusive,2021-06-05T09:00:13Z,6883734,92300,788525,14361,2021-06-09T02:37:06.916627
2384,16,FiLLo9Ϟ,تحليل التلميحة الاخيره(جبن يعطيك هيل😮),2021-06-07T17:57:27Z,4004868,22263,197204,5013,2021-06-09T02:37:06.916627
2385,17,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),2021-06-08T06:50:00Z,644422,2192,27947,501,2021-06-09T02:37:06.916627
2386,18,Logan Paul,My Last Words To Floyd Mayweather...,2021-06-06T04:19:19Z,5678825,28656,347501,12922,2021-06-09T02:37:06.916627
2387,19,Technoblade,Visiting Dream [Dream SMP],2021-06-06T20:05:28Z,4826284,20921,369287,2327,2021-06-09T02:37:06.916627
2388,20,Rachit Rojha,LOCKDOWN WITH COUSIN ( Episode -2 ) || Rachit Rojha,2021-06-06T04:07:00Z,5207233,16937,193255,13960,2021-06-09T02:37:06.916627
2389,21,Lachlan,*NEW* SEASON 7 Rick &amp; Morty BATTLEPASS In Fortnite! (Superman + More),2021-06-08T09:03:59Z,1128686,2099,42198,1129,2021-06-09T02:37:06.916627
2390,22,Mina Moon,1 minute of Faze Jarvis Training | YouTube VS TikTok,2021-06-08T15:00:01Z,748529,3610,55783,506,2021-06-09T02:37:06.916627
2391,23,WadZee,I Built a DRAGON in Minecraft Hardcore (#44),2021-06-07T20:10:02Z,1207405,15673,127330,695,2021-06-09T02:37:06.916627
2392,24,Triggered Insaan,Great Khali&#39;s Instagram is The Funniest - Try Not To Laugh Challenge vs My Sister,2021-06-05T07:00:02Z,8826256,58469,957578,25369,2021-06-09T02:37:06.916627
2393,25,Urban Roosters,MKS vs ZAINA | #FMSARGENTINA - Play Off | Urban Roosters,2021-06-05T20:00:13Z,664661,4158,40627,1261,2021-06-09T02:37:06.916627
2394,26,J053F,Todo sobre Tricky The Clown(Vs Clown) - Friday Night Funkin (FNF) PARTE 2,2021-06-06T00:49:40Z,543670,3018,20295,298,2021-06-09T02:37:06.916627
2395,27,Speed Records,All Bamb (Official Video) Amrit Maan Ft Gurlej Akhtar &amp; Neeru Bajwa | New Punjabi Songs 2021,2021-06-08T04:30:14Z,2924235,7345,94193,5873,2021-06-09T02:37:06.916627
2396,28,Fight Hub TV,FLOYD MAYWEATHER VS LOGAN PAUL - FULL WEIGH IN AND FACE OFF VIDEO,2021-06-05T22:11:55Z,2805587,10175,33182,2389,2021-06-09T02:37:06.916627
2397,29,Power 106 Los Angeles,Polo G Freestyles Over DMX&#39;s &quot;Ruff Ryders&#39; Anthem&quot; - L.A. Leakers Freestyle #109,2021-06-07T17:59:57Z,394257,2274,29878,229,2021-06-09T02:37:06.916627
2398,30,Iliass TiiwTiiw,TiiwTiiw ft MORAD - FRONTERA NADA  ( CLIP OFFICIEL KHOSE ),2021-06-06T12:00:11Z,1583986,5528,110026,2823,2021-06-09T02:37:06.916627
2399,31,notKeshav,iPhone 7 is AMAZING on iOS 15!,2021-06-08T12:30:03Z,427712,1415,18801,269,2021-06-09T02:37:06.916627
2400,32,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,27106711,7011,362946,44310,2021-06-09T02:37:06.916627
2401,33,BeckyGVEVO,"Becky G, El Alfa - Fulanito (Official Video)",2021-06-04T04:00:11Z,4691306,11353,218686,5037,2021-06-09T02:37:06.916627
2402,34,Little Big,LITTLE BIG - EVERYBODY (Little Big Are Back) (Official Music Video),2021-06-04T10:00:11Z,4244025,16907,275756,25892,2021-06-09T02:37:06.916627
2403,35,MeatCanyon,My First Slumber Party - Storytime,2021-06-06T17:00:02Z,2341960,16221,247684,2024,2021-06-09T02:37:06.916627
2404,36,Jaiden Animations,JaidenAnimations the Anime,2021-06-06T18:03:15Z,3438197,74001,516255,3220,2021-06-09T02:37:06.916627
2405,37,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,4086804,7178,92538,1307,2021-06-09T02:37:06.916627
2406,38,Soolking Officiel,Soolking - Fada [Clip Officiel] Prod. By Zak Cosmos,2021-06-05T17:00:10Z,2654868,13207,164149,4572,2021-06-09T02:37:06.916627
2407,39,SHOWTIME Sports,Mayweather vs. Paul: Post-Fight Press Conference | SHOWTIME PPV,2021-06-07T04:57:50Z,2599283,3619,38953,1822,2021-06-09T02:37:06.916627
2408,40,The Maple Music,Dilwale (Official Video) Sharry Maan | Dilwala | DILWALE The Album | Latest Punjabi Songs 2021,2021-06-05T03:30:14Z,8131521,11520,266093,4561,2021-06-09T02:37:06.916627
2409,41,boburnham,Welcome to the Internet - Bo Burnham (from &quot;INSIDE&quot;),2021-06-04T15:00:32Z,4799612,22829,375512,1610,2021-06-09T02:37:06.916627
2410,42,Not What You Think,How to Deliver Humvees - Fast Edition #shorts,2021-06-02T23:58:29Z,9476109,3573,411906,10269,2021-06-09T02:37:06.916627
2411,0,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,2021-06-07T14:59:58Z,6194549,56525,565904,7466,2021-06-09T08:37:10.337070
2412,1,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,13803940,24516,127938,18920,2021-06-09T08:37:10.337070
2413,2,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,7589890,59878,578997,6839,2021-06-09T08:37:10.337070
2414,3,Coldplay,Coldplay - Higher Power (Official Video),2021-06-08T16:00:12Z,1001273,9708,108459,1126,2021-06-09T08:37:10.337070
2415,4,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,7817060,13796,183058,2287,2021-06-09T08:37:10.337070
2416,5,J Balvin,"OTRO FILI - J BALVIN, JAY WHEELER (OFFICIAL TRAILER)",2021-06-08T15:00:24Z,410879,1679,33396,518,2021-06-09T08:37:10.337070
2417,6,TheGrefg,MI NUEVO PC - TheGrefg,2021-06-06T19:34:53Z,3151923,17091,350248,4563,2021-06-09T08:37:10.337070
2418,7,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,35245851,149540,2391248,76954,2021-06-09T08:37:10.337070
2419,8,OhhMyJustinn,"Justin Bieber - PEACHES ft. Usher, Daniel Caesar, Ludacris, Snoop Dogg, Giveon",2021-06-08T06:56:48Z,2052756,15933,212116,3024,2021-06-09T08:37:10.337070
2420,9,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,2021-06-08T06:22:07Z,1567946,4288,66444,1728,2021-06-09T08:37:10.337070
2421,10,doominator gaming,FORTNITE SEASON 7! EVERYTHING YOU DID NOT KNOW,2021-06-08T12:00:10Z,1331206,4231,60023,1105,2021-06-09T08:37:10.337070
2422,11,King Leechy,Logan Paul vs. Floyd Mayweather Reaction/Commentary | THIS WAS DISRESPECTFUL!!!,2021-06-09T06:59:57Z,2565076,3873,24901,5976,2021-06-09T08:37:10.337070
2423,12,SecondsOut,Floyd Mayweather&#39;s IMMEDIATE REACTION after exhibition fight vs Logan Paul | Showtime Boxing,2021-06-07T04:17:19Z,2089235,5809,21194,1683,2021-06-09T08:37:10.337070
2424,13,Fortnite Fun TV,Turn into egg - Tutorial #Shorts,2021-05-23T19:29:35Z,66393293,1432,2325089,69367,2021-06-09T08:37:10.337070
2425,14,Logan Paul,My Last Words To Floyd Mayweather...,2021-06-06T04:19:19Z,5710964,28764,348198,13118,2021-06-09T08:37:10.337070
2426,15,FiLLo9Ϟ,تحليل التلميحة الاخيره(جبن يعطيك هيل😮),2021-06-07T17:57:27Z,4346498,22649,199560,5507,2021-06-09T08:37:10.337070
2427,16,dednahype,Dad and Son.Real friendship?.Dednahype show #shorts,2021-06-06T23:44:27Z,12101041,4800,672889,21564,2021-06-09T08:37:10.337070
2428,17,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),2021-06-08T06:50:00Z,675520,2235,28453,538,2021-06-09T08:37:10.337070
2429,18,zoom,BTS ft. Sakshma Srivastav | Indian Interview | E NOW | Exclusive,2021-06-05T09:00:13Z,6995472,94191,795857,14951,2021-06-09T08:37:10.337070
2430,19,Lachlan,*NEW* SEASON 7 Rick &amp; Morty BATTLEPASS In Fortnite! (Superman + More),2021-06-08T09:03:59Z,1254584,2241,43845,1334,2021-06-09T08:37:10.337070
2431,20,Mina Moon,1 minute of Faze Jarvis Training | YouTube VS TikTok,2021-06-08T15:00:01Z,825794,3860,60039,596,2021-06-09T08:37:10.337070
2432,21,WadZee,I Built a DRAGON in Minecraft Hardcore (#44),2021-06-07T20:10:02Z,1260756,16003,130903,719,2021-06-09T08:37:10.337070
2433,22,Technoblade,Visiting Dream [Dream SMP],2021-06-06T20:05:28Z,4906086,21085,371808,2376,2021-06-09T08:37:10.337070
2434,23,Vogue,Selena Gomez  Breaks Down 15 Looks From 2007 to Now | Life in Looks | Vogue,2021-06-08T16:00:04Z,1384874,6740,127900,783,2021-06-09T08:37:10.337070
2435,24,Rachit Rojha,LOCKDOWN WITH COUSIN ( Episode -2 ) || Rachit Rojha,2021-06-06T04:07:00Z,5440570,17496,199730,14662,2021-06-09T08:37:10.337070
2436,25,Urban Roosters,MKS vs ZAINA | #FMSARGENTINA - Play Off | Urban Roosters,2021-06-05T20:00:13Z,670052,4174,40767,1264,2021-06-09T08:37:10.337070
2437,26,Lachlan,Welcome to Fortnite Season 7! (Best Season Ever),2021-06-08T15:29:47Z,1130803,2814,56533,913,2021-06-09T08:37:10.337070
2438,27,J053F,Todo sobre Tricky The Clown(Vs Clown) - Friday Night Funkin (FNF) PARTE 2,2021-06-06T00:49:40Z,556885,3029,20429,304,2021-06-09T08:37:10.337070
2439,28,Fresh,SEASON 7 IS INSANE!,2021-06-08T12:47:30Z,1623226,4756,69163,816,2021-06-09T08:37:10.337070
2440,29,Triggered Insaan,Great Khali&#39;s Instagram is The Funniest - Try Not To Laugh Challenge vs My Sister,2021-06-05T07:00:02Z,8949093,58896,966982,25914,2021-06-09T08:37:10.337070
2441,30,SethStr8,Minecraft 1.17 New Cave Update - Xbox Sign in | Mediafire,2021-06-09T04:06:41Z,306946,2143,18004,570,2021-06-09T08:37:10.337070
2442,31,Power 106 Los Angeles,Polo G Freestyles Over DMX&#39;s &quot;Ruff Ryders&#39; Anthem&quot; - L.A. Leakers Freestyle #109,2021-06-07T17:59:57Z,453490,2393,31961,252,2021-06-09T08:37:10.337070
2443,32,DanTDM Live,Fortnite Season 7 Actually Added This..,2021-06-08T09:40:56Z,491983,2327,21124,349,2021-06-09T08:37:10.337070
2444,33,Iliass TiiwTiiw,TiiwTiiw ft MORAD - FRONTERA NADA  ( CLIP OFFICIEL KHOSE ),2021-06-06T12:00:11Z,1619957,5552,111281,2878,2021-06-09T08:37:10.337070
2445,34,notKeshav,iPhone 7 is AMAZING on iOS 15!,2021-06-08T12:30:03Z,474048,1496,20073,293,2021-06-09T08:37:10.337070
2446,35,ibxtoycat,ALL 136 Features in Minecraft 1 17 (Caves And Cliffs),2021-06-08T01:41:53Z,445526,2391,21139,360,2021-06-09T08:37:10.337070
2447,36,Little Big,LITTLE BIG - EVERYBODY (Little Big Are Back) (Official Music Video),2021-06-04T10:00:11Z,4290201,16995,277574,26099,2021-06-09T08:37:10.337070
2448,37,SHOWTIME Sports,Mayweather vs. Paul: Post-Fight Press Conference | SHOWTIME PPV,2021-06-07T04:57:50Z,2606299,3633,38969,1839,2021-06-09T08:37:10.337070
2449,38,America's Got Talent,10-Year-Old Peter Rosalita SHOCKS The Judges With &quot;All By Myself&quot; - America&#39;s Got Talent 2021,2021-06-02T00:16:11Z,4159050,7334,95800,1329,2021-06-09T08:37:10.337070
2450,39,Soolking Officiel,Soolking - Fada [Clip Officiel] Prod. By Zak Cosmos,2021-06-05T17:00:10Z,2695858,13264,165246,4624,2021-06-09T08:37:10.337070
2451,40,MeatCanyon,My First Slumber Party - Storytime,2021-06-06T17:00:02Z,2406314,16402,250612,2056,2021-06-09T08:37:10.337070
2452,41,Fight Hub TV,FLOYD MAYWEATHER VS LOGAN PAUL - FULL WEIGH IN AND FACE OFF VIDEO,2021-06-05T22:11:55Z,2811474,10179,33203,2391,2021-06-09T08:37:10.337070
2453,42,Deji,Deji Reacts To Logan Paul Vs Floyd Mayweather,2021-06-07T12:34:19Z,1076817,4947,86345,3057,2021-06-09T08:37:10.337070
2454,43,BlacktipH,Cleaning Dolphin in Record Time! #Shorts,2021-05-26T19:00:19Z,27278152,7080,365412,44601,2021-06-09T08:37:10.337070
2455,44,Clash Royale,Clash Royale: The Summer Update Is Here!,2021-06-07T10:33:45Z,4458869,5867,47233,991,2021-06-09T08:37:10.337070
2456,45,The Verge,Apple WWDC 2021 keynote in 23 minutes,2021-06-07T19:40:22Z,675543,1668,14414,413,2021-06-09T08:37:10.337070
2457,46,The Maple Music,Dilwale (Official Video) Sharry Maan | Dilwala | DILWALE The Album | Latest Punjabi Songs 2021,2021-06-05T03:30:14Z,8318636,11645,271184,4715,2021-06-09T08:37:10.337070
2458,47,SosoManessVEVO,Soso Maness - Petrouchka (Clip officiel) ft. PLK,2021-06-04T10:00:21Z,5927324,5331,190094,4056,2021-06-09T08:37:10.337070
2459,48,boburnham,Welcome to the Internet - Bo Burnham (from &quot;INSIDE&quot;),2021-06-04T15:00:32Z,5116681,23647,389759,1674,2021-06-09T08:37:10.337070
2460,49,Not What You Think,How to Deliver Humvees - Fast Edition #shorts,2021-06-02T23:58:29Z,9814444,3653,423030,10596,2021-06-09T08:37:10.337070
2461,0,CBS Sports HQ,"Floyd Mayweather vs Logan Paul: Fight goes the distance [Highlights, recap] | CBS Sports HQ",2021-06-07T05:40:56Z,14131048,24899,129775,19229,2021-06-09T14:37:06.105834
2462,1,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser01,2021-06-06T14:59:57Z,8419254,60274,584422,7087,2021-06-09T14:37:06.105834
2463,2,Coldplay,Coldplay - Higher Power (Official Video),2021-06-08T16:00:12Z,1193446,10308,116345,1300,2021-06-09T14:37:06.105834
2464,3,FORMULA 1,Race Highlights | 2021 Azerbaijan Grand Prix,2021-06-06T15:10:16Z,7939166,13849,184050,2308,2021-06-09T14:37:06.105834
2465,4,JYP Entertainment,TWICE &quot;Alcohol-Free&quot; M/V Teaser02,2021-06-07T14:59:58Z,6586028,56948,573371,7772,2021-06-09T14:37:06.105834
2466,5,J Balvin,"OTRO FILI - J BALVIN, JAY WHEELER (OFFICIAL TRAILER)",2021-06-08T15:00:24Z,436832,1724,35077,568,2021-06-09T14:37:06.105834
2467,6,TheGrefg,MI NUEVO PC - TheGrefg,2021-06-06T19:34:53Z,3176384,17164,352709,4604,2021-06-09T14:37:06.105834
2468,7,Justin Bieber,"Justin Bieber - Peaches (Remix) ft. Ludacris, Usher &amp; Snoop Dogg",2021-06-07T04:00:05Z,2130565,16080,216004,3053,2021-06-09T14:37:06.105834
2469,8,BillieEilishVEVO,Billie Eilish - Lost Cause (Official Music Video),2021-06-02T16:00:12Z,35743866,150286,2402155,77915,2021-06-09T14:37:06.105834
2470,9,America's Got Talent,Golden Buzzer: Nightbirde&#39;s Original Song Makes Simon Cowell Emotional - America&#39;s Got Talent 2021,2021-06-09T02:01:09Z,1666849,8410,91095,514,2021-06-09T14:37:06.105834
2471,10,doominator gaming,FORTNITE SEASON 7! EVERYTHING YOU DID NOT KNOW,2021-06-08T12:00:10Z,1387388,4364,61307,1120,2021-06-09T14:37:06.105834
2472,11,Vogue,Selena Gomez  Breaks Down 15 Looks From 2007 to Now | Life in Looks | Vogue,2021-06-08T16:00:04Z,1703095,7657,147733,938,2021-06-09T14:37:06.105834
2473,12,Awesome Alex 5.0,FORTNITE SEASON 7 IS HERE!! PART 1.,2021-06-08T06:22:07Z,1630048,4358,67367,1802,2021-06-09T14:37:06.105834
2474,13,Entertainment Tonight,Logan Paul and Floyd Mayweather Fight HIGHLIGHTS,2021-06-07T17:21:55Z,2737273,4048,26089,6264,2021-06-09T14:37:06.105834
2475,14,FiLLo9Ϟ,تحليل التلميحة الاخيره(جبن يعطيك هيل😮),2021-06-07T17:57:27Z,4606571,23035,202467,5937,2021-06-09T14:37:06.105834
